Date,Open,High,Low,Close,Adj Close,Volume
2016-06-01,42.5,42.880001068115234,42.41999816894531,42.619998931884766,41.817840576171875,4443700
2016-06-02,42.75,43.22999954223633,42.43000030517578,43.189998626708984,42.37711715698242,4664500
2016-06-03,43.18000030517578,43.83000183105469,42.93000030517578,43.630001068115234,42.808834075927734,3492000
2016-06-06,43.560001373291016,43.81999969482422,42.97999954223633,43.06999969482422,42.259368896484375,5356800
2016-06-07,43.25,43.97999954223633,43.16999816894531,43.7400016784668,42.91676712036133,2628500
2016-06-08,43.79999923706055,44.130001068115234,43.470001220703125,43.90999984741211,43.083560943603516,2524900
2016-06-09,43.619998931884766,43.90999984741211,42.84000015258789,43.08000183105469,42.26918411254883,3509700
2016-06-10,42.470001220703125,42.689998626708984,41.849998474121094,41.93000030517578,41.14082717895508,4821500
2016-06-13,41.70000076293945,42.56999969482422,41.56999969482422,42.06999969482422,41.278194427490234,4009700
2016-06-14,42.0,42.83000183105469,41.86000061035156,42.349998474121094,41.552921295166016,2958600
2016-06-15,42.20000076293945,42.31999969482422,41.18000030517578,41.65999984741211,40.87590408325195,4306600
2016-06-16,41.45000076293945,41.779998779296875,41.06999969482422,41.7599983215332,40.97402572631836,3057400
2016-06-17,41.869998931884766,41.91999816894531,41.220001220703125,41.77000045776367,40.98383712768555,4239000
2016-06-20,42.060001373291016,42.58000183105469,42.0,42.279998779296875,41.48423767089844,2461400
2016-06-21,42.220001220703125,43.04999923706055,41.900001525878906,42.91999816894531,42.11219024658203,2290500
2016-06-22,42.810001373291016,43.20000076293945,42.650001525878906,42.70000076293945,41.89633560180664,1909000
2016-06-23,43.18000030517578,43.68000030517578,42.970001220703125,43.66999816894531,42.84807586669922,1871700
2016-06-24,41.290000915527344,42.779998779296875,40.869998931884766,41.099998474121094,40.32645034790039,8258300
2016-06-27,40.849998474121094,41.36000061035156,40.5,41.20000076293945,40.42456817626953,4128900
2016-06-28,41.5099983215332,42.689998626708984,41.27000045776367,42.5099983215332,41.70990753173828,3883600
2016-06-29,42.70000076293945,43.5,42.58000183105469,43.45000076293945,42.63222122192383,4106000
2016-06-30,43.369998931884766,43.459999084472656,43.04999923706055,43.27000045776367,42.45560836791992,3439900
2016-07-01,43.15999984741211,43.630001068115234,42.959999084472656,42.9900016784668,42.180877685546875,2326100
2016-07-05,43.0,43.529998779296875,42.779998779296875,43.209999084472656,42.39673614501953,2467100
2016-07-06,43.09000015258789,43.310001373291016,42.709999084472656,43.150001525878906,42.33787155151367,3809600
2016-07-07,43.209999084472656,43.4900016784668,42.83000183105469,42.959999084472656,42.15143585205078,1517100
2016-07-08,43.20000076293945,43.720001220703125,42.84000015258789,43.58000183105469,42.75977325439453,2392400
2016-07-11,43.77000045776367,44.11000061035156,43.619998931884766,44.040000915527344,43.21111297607422,2739000
2016-07-12,44.099998474121094,44.27000045776367,43.56999969482422,43.63999938964844,42.81863784790039,2275000
2016-07-13,43.90999984741211,44.290000915527344,43.2599983215332,44.209999084472656,43.37791442871094,2429100
2016-07-14,44.5,44.599998474121094,43.970001220703125,44.029998779296875,43.20130157470703,2832400
2016-07-15,44.34000015258789,44.93000030517578,44.029998779296875,44.40999984741211,43.57415008544922,3031700
2016-07-18,44.63999938964844,44.70000076293945,44.0,44.369998931884766,43.5349006652832,1916100
2016-07-19,44.310001373291016,44.560001373291016,44.130001068115234,44.380001068115234,43.544715881347656,1321100
2016-07-20,44.290000915527344,44.560001373291016,43.84000015258789,44.540000915527344,43.70170593261719,1647700
