Date,Open,Close,y_test_pred_binary,signal,Remaining_Money,New_Stock,Borrowed_Stock,Total_Value,BH_Value
2018-08-03,62.25899887084961,61.90800094604492,1.0,buy,0.0,160.61935111973213,0.0,9943.622941073498,9943.622941073498
2018-08-06,62.08050155639648,61.88349914550781,1.0,,0.0,160.61935111973213,0.0,9939.687477769963,9939.687477769963
2018-08-07,62.60049819946289,62.79199981689453,1.0,,0.0,160.61935111973213,0.0,10085.610266099939,10085.610266099939
2018-08-08,62.83599853515625,63.06650161743164,1.0,,0.0,160.61935111973213,0.0,10129.700567183407,10129.700567183407
2018-08-09,63.13650131225586,63.22299957275391,1.0,,0.0,160.61935111973213,0.0,10154.837167218835,10154.837167218835
2018-08-10,62.95899963378906,62.6254997253418,1.0,,0.0,160.61935111973213,0.0,10058.867129433362,10058.867129433362
2018-08-13,62.560001373291016,62.43199920654297,1.0,,0.0,160.61935111973213,0.0,10027.787201662562,10027.787201662562
2018-08-14,62.625,62.90700149536133,0.0,sell,20117.57372774645,0.0,160.61935111973213,10013.491966673495,10104.081761072955
2018-08-15,62.2140007019043,61.61100006103516,1.0,buy,0.0,162.7415242584474,0.0,10026.668061020158,9895.918851641245
2018-08-16,62.0994987487793,61.20299911499024,0.0,sell,20212.334164123782,0.0,162.7415242584474,10252.064798961863,9830.386004431273
2018-08-17,61.10200119018555,60.79249954223633,0.0,,20212.334164123782,0.0,162.7415242584474,10318.870125139276,9764.451829420612
2018-08-20,61.03300094604492,61.09749984741211,1.0,buy,0.0,168.4290531475713,0.0,10290.594048983503,9813.440780529267
2018-08-21,61.1510009765625,60.87049865722656,1.0,,0.0,168.4290531475713,0.0,10252.36045345718,9776.979996658256
2018-08-22,60.71099853515625,61.087501525878906,1.0,,0.0,168.4290531475713,0.0,10288.9100411546,9811.834856612317
2018-08-23,60.99399948120117,61.05799865722656,1.0,,0.0,168.4290531475713,0.0,10283.94090092235,9807.096124993206
2018-08-24,61.29999923706055,61.837501525878906,1.0,,0.0,168.4290531475713,0.0,10415.231831015279,9932.299369952116
2018-08-27,62.20700073242188,62.8134994506836,0.0,sell,20954.932465024183,0.0,168.4290531475713,10375.314227660056,10089.06352332845
2018-08-28,62.79499816894531,62.292999267578125,0.0,,20954.932465024183,0.0,168.4290531475713,10462.981580663647,10005.461121660348
2018-08-29,62.75,63.23249816894531,1.0,buy,0.0,165.51409370540372,0.0,10465.869627161585,10156.362825575647
2018-08-30,63.16999816894531,62.72200012207031,0.0,sell,20911.04999260999,0.0,165.51409370540372,10529.674987015302,10074.366960538693
2018-08-31,62.61050033569336,61.59000015258789,1.0,buy,0.0,168.47221658588936,0.0,10376.203845231745,9892.54585997287
2018-09-04,61.1259994506836,60.56549835205078,0.0,sell,20596.065236969043,0.0,168.47221658588936,10392.46148097002,9727.991045549603
2018-09-05,60.46099853515625,59.95500183105469,1.0,buy,0.0,172.1782148652725,0.0,10322.94518751514,9629.933490486355
2018-09-06,59.92850112915039,59.199501037597656,0.0,sell,20636.764687937164,0.0,172.1782148652725,10443.900278368752,9508.585443270844
2018-09-07,58.59999847412109,58.87950134277344,1.0,buy,0.0,179.98501423533514,0.0,10597.427887348511,9457.187299929667
2018-09-10,59.209999084472656,58.75299835205078,0.0,sell,21313.825056185982,0.0,179.98501423533514,10739.1658114235,9436.868471645088
2018-09-11,58.55500030517578,59.4995002746582,1.0,buy,0.0,184.01165462476246,0.0,10948.601494886365,9556.771126063924
2018-09-12,59.09999847412109,58.58000183105469,0.0,sell,21750.177015087917,0.0,184.01165462476246,10970.773950233928,9409.081882696724
2018-09-13,58.98500061035156,59.10699844360352,1.0,buy,0.0,184.7291572770157,0.0,10918.786011660757,9493.727736646615
2018-09-14,59.400001525878906,58.89899826049805,1.0,,0.0,184.7291572770157,0.0,10880.362313122218,9460.318882203428
2018-09-17,58.88850021362305,57.99150085449219,1.0,,0.0,184.7291572770157,0.0,10712.721082079677,9314.557237707926
2018-09-18,58.132999420166016,58.355499267578125,1.0,,0.0,184.7291572770157,0.0,10779.962202179215,9373.022426626401
2018-09-19,58.448001861572266,58.7135009765625,0.0,sell,21594.10025682738,0.0,184.7291572770157,10748.00470064375,9430.524428823228
2018-09-20,59.03350067138672,59.57849884033203,1.0,buy,0.0,181.06484123633936,0.0,10787.571433624147,9569.459824421843
2018-09-21,59.74599838256836,58.60599899291992,0.0,sell,21635.799423292658,0.0,181.06484123633936,11024.313520142547,9413.257529966473
2018-09-24,57.97050094604492,58.97800064086914,1.0,buy,0.0,192.15600505977625,0.0,11332.976989562338,9473.008193275547
2018-09-25,59.212501525878906,59.69449996948242,1.0,,0.0,192.15600505977625,0.0,11470.656638176677,9588.091850515137
2018-09-26,59.68450164794922,59.70299911499024,0.0,sell,22937.470801307107,0.0,192.15600505977625,11465.181001283225,9589.456977751674
2018-09-27,60.0,60.36800003051758,1.0,buy,0.0,190.13517496200888,0.0,11478.080247909016,9696.268993297703
2018-09-28,60.204498291015625,60.354000091552734,1.0,,0.0,190.13517496200888,0.0,11475.418367064478,9694.020332185453
2018-10-01,60.650001525878906,60.42649841308594,1.0,,0.0,190.13517496200888,0.0,11489.202848113646,9705.664965547387
2018-10-02,60.33349990844727,60.38199996948242,1.0,,0.0,190.13517496200888,0.0,11480.742128753554,9698.517654409952
2018-10-03,60.59999847412109,60.57649993896485,1.0,,0.0,190.13517496200888,0.0,11517.723414481203,9729.758113301028
2018-10-04,60.25149917602539,58.85350036621094,1.0,,0.0,190.13517496200888,0.0,11190.12058925617,9453.011039945719
2018-10-05,58.79999923706055,58.39149856567383,0.0,sell,22359.89628540899,0.0,190.13517496200888,11257.618489330707,9378.804610527299
2018-10-08,58.0,57.79600143432617,0.0,,22359.89628540899,0.0,190.13517496200888,11370.84344058887,9283.156247696577
2018-10-09,57.56549835205078,57.25849914550781,1.0,buy,0.0,198.29013056845938,0.0,11353.795271716765,9196.8229788412
2018-10-10,56.81999969482422,54.608001708984375,0.0,sell,22533.69031677303,0.0,198.29013056845935,11705.462527815867,8771.101800442293
2018-10-11,53.95199966430664,54.5369987487793,1.0,buy,0.0,219.37168839987046,0.0,11963.873495781338,8759.697351046574
2018-10-12,55.98199844360352,56.027000427246094,1.0,,0.0,219.37168839987046,0.0,12290.73767970524,8999.020453809222
2018-10-15,55.900001525878906,55.12200164794922,0.0,sell,24525.75543257478,0.0,219.37168839987046,12433.548863083719,8853.660137114408
2018-10-16,55.67399978637695,56.65399932861328,1.0,buy,0.0,221.15271305648162,0.0,12529.185657022916,9099.728610499606
