Date,Open,High,Low,Close,Adj Close,Volume
2016-06-01,100.55999755859375,101.5999984741211,100.30000305175781,101.56999969482422,79.96410369873047,4741400
2016-06-02,101.33000183105469,102.01000213623047,101.16999816894531,102.0,80.3026123046875,3618200
2016-06-03,101.91999816894531,102.83000183105469,101.91999816894531,102.52999877929688,80.7198715209961,4511700
2016-06-06,102.54000091552734,103.05999755859375,102.2300033569336,102.69999694824219,80.85372924804688,2944200
2016-06-07,102.81999969482422,103.18000030517578,102.27999877929688,102.48999786376953,80.68840026855469,4078700
2016-06-08,102.36000061035156,103.3499984741211,102.16999816894531,103.18000030517578,81.23161315917969,2860800
2016-06-09,102.9000015258789,103.81999969482422,102.54000091552734,103.66000366210938,81.6095199584961,3552200
2016-06-10,103.25,103.48999786376953,102.77999877929688,103.30999755859375,81.33396911621094,3462400
2016-06-13,103.23999786376953,103.69000244140625,102.9800033569336,103.05999755859375,81.13713073730469,4368300
2016-06-14,102.5999984741211,103.29000091552734,101.73999786376953,103.2300033569336,81.27096557617188,4363600
2016-06-15,103.2699966430664,103.56999969482422,102.75,102.86000061035156,80.97967529296875,3434400
2016-06-16,102.51000213623047,103.93000030517578,102.51000213623047,103.8499984741211,81.75907135009766,3520900
2016-06-17,103.58999633789062,103.86000061035156,102.4000015258789,103.41000366210938,81.4126968383789,5577900
2016-06-20,104.06999969482422,104.68000030517578,103.3499984741211,103.37000274658203,81.38121032714844,3567000
2016-06-21,103.80999755859375,104.41000366210938,103.76000213623047,104.08000183105469,81.9401626586914,3214500
2016-06-22,104.08000183105469,104.48999786376953,103.62999725341797,103.73999786376953,81.67250061035156,3398900
2016-06-23,104.45999908447266,104.5,103.91000366210938,104.44000244140625,82.22359466552734,3068100
2016-06-24,102.48999786376953,103.44999694824219,101.80000305175781,101.9800033569336,80.28687286376953,8654800
2016-06-27,101.7699966430664,102.33999633789062,101.30000305175781,102.12999725341797,80.40496826171875,6381900
2016-06-28,102.16000366210938,102.33999633789062,101.5,102.13999938964844,80.41283416748047,5195100
2016-06-29,102.81999969482422,103.33000183105469,102.45999908447266,103.12000274658203,81.18437957763672,4898700
2016-06-30,103.75,106.0,103.52999877929688,105.94000244140625,83.4045181274414,7973200
2016-07-01,106.2300033569336,106.4000015258789,105.37999725341797,105.62999725341797,83.16045379638672,4115700
2016-07-05,105.66999816894531,106.9800033569336,105.62999725341797,106.41999816894531,83.78241729736328,5365200
2016-07-06,106.58999633789062,106.7300033569336,105.62999725341797,105.91999816894531,83.38876342773438,6126500
2016-07-07,108.52999877929688,109.0,107.06999969482422,107.48999786376953,84.62480163574219,9912800
2016-07-08,108.04000091552734,108.5,107.31999969482422,108.2699966430664,85.2388687133789,6052800
2016-07-11,108.16000366210938,109.12999725341797,107.7699966430664,108.91000366210938,85.74272918701172,6446600
2016-07-12,108.41999816894531,109.11000061035156,108.37000274658203,108.79000091552734,85.64827728271484,4175800
2016-07-13,109.06999969482422,110.05999755859375,108.88999938964844,109.91000366210938,86.53003692626953,5232100
2016-07-14,109.83000183105469,110.94000244140625,109.76000213623047,109.95999908447266,86.56938934326172,4834300
2016-07-15,109.7699966430664,110.48999786376953,108.97000122070312,109.66000366210938,86.33319091796875,5230600
2016-07-18,109.66000366210938,109.69999694824219,108.83999633789062,109.20999908447266,85.97892761230469,3688700
2016-07-19,108.86000061035156,109.55999755859375,108.70999908447266,109.52999877929688,86.2308349609375,3987500
2016-07-20,109.86000061035156,109.91000366210938,108.68000030517578,108.91999816894531,85.7505874633789,3021800
2016-07-21,108.70999908447266,108.87000274658203,108.11000061035156,108.58000183105469,85.48294067382812,2765400
2016-07-22,108.77999877929688,109.41000366210938,108.77999877929688,109.19000244140625,85.96317291259766,2693100
2016-07-25,109.23999786376953,109.27999877929688,108.37999725341797,109.0199966430664,85.82931518554688,3053100
2016-07-26,109.0,109.2300033569336,108.02999877929688,108.19999694824219,85.18376922607422,3386100
2016-07-27,108.04000091552734,108.04000091552734,106.69000244140625,107.4800033569336,84.61692810058594,4724200
2016-07-28,107.55000305175781,108.37999725341797,107.16999816894531,108.12999725341797,85.128662109375,3446500
2016-07-29,108.26000213623047,109.11000061035156,108.12000274658203,108.91999816894531,85.7505874633789,3995300
2016-08-01,108.72000122070312,109.08999633789062,108.33999633789062,108.93000030517578,85.75848388671875,3880700
2016-08-02,109.25,109.25,108.27999877929688,108.72000122070312,85.5931396484375,3431600
2016-08-03,108.93000030517578,108.9800033569336,107.68000030517578,108.04000091552734,85.05780029296875,3691900
2016-08-04,108.16999816894531,108.55000305175781,107.9800033569336,108.41999816894531,85.35697174072266,3226900
2016-08-05,108.73999786376953,109.36000061035156,108.37000274658203,108.66000366210938,85.54592895507812,3189400
2016-08-08,108.41999816894531,108.62000274658203,107.66999816894531,108.13999938964844,85.13654327392578,3304200
2016-08-09,108.25,108.75,108.05999755859375,108.27999877929688,85.24674224853516,2378200
2016-08-10,108.44999694824219,108.95999908447266,108.44999694824219,108.81999969482422,85.67190551757812,2189900
2016-08-11,109.01000213623047,109.18000030517578,108.44999694824219,108.4800033569336,85.40422058105469,2786800
2016-08-12,108.63999938964844,108.94000244140625,108.37000274658203,108.58999633789062,85.49080657958984,2563400
2016-08-15,108.70999908447266,108.98999786376953,108.63999938964844,108.72000122070312,85.5931396484375,2357800
2016-08-16,108.25,108.69000244140625,107.91000366210938,108.0,85.02631378173828,2677200
2016-08-17,107.94999694824219,108.52999877929688,107.5999984741211,108.47000122070312,85.39632415771484,2963900
2016-08-18,108.41000366210938,108.81999969482422,108.19999694824219,108.27999877929688,85.24674224853516,2373000
2016-08-19,108.04000091552734,108.26000213623047,107.54000091552734,108.16999816894531,85.16014862060547,2846600
2016-08-22,108.08000183105469,108.20999908447266,107.7699966430664,107.95999908447266,84.99478912353516,2304600
2016-08-23,108.25,108.55000305175781,107.69999694824219,107.87999725341797,84.93183898925781,2473000
2016-08-24,107.81999969482422,108.29000091552734,107.55000305175781,108.11000061035156,85.11290740966797,3422600
2016-08-25,108.08999633789062,108.37999725341797,107.79000091552734,107.87999725341797,84.93183898925781,2129500
2016-08-26,107.91999816894531,108.5,107.33000183105469,107.44999694824219,84.59329223632812,2868900
2016-08-29,107.5,108.01000213623047,107.4000015258789,107.98999786376953,85.0184326171875,2576400
2016-08-30,107.91999816894531,108.05999755859375,107.02999877929688,107.20999908447266,84.40434265136719,3708100
2016-08-31,106.33999633789062,106.87999725341797,106.26000213623047,106.75,84.63663482666016,3995000
2016-09-01,106.45999908447266,107.33999633789062,106.29000091552734,107.29000091552734,85.0647964477539,3799000
2016-09-02,107.58000183105469,108.25,107.5,107.87000274658203,85.5246353149414,3671200
2016-09-06,107.79000091552734,108.12000274658203,107.4000015258789,107.91999816894531,85.56428527832031,2913300
2016-09-07,107.76000213623047,107.97000122070312,106.77999877929688,107.20999908447266,85.0013656616211,3260500
2016-09-08,107.0999984741211,107.33999633789062,106.48999786376953,106.87999725341797,84.7397232055664,3491400
