Date,Mamba,BH_Value,Ensemble_Mamba
2018-11-08,12919.4706211817,8790.93780993765,12183.6650641708
2018-11-09,13136.0591597506,8649.51295654637,12143.4843278964
2018-11-12,13476.2564082374,8427.37587436614,12451.3518007566
2018-11-13,13322.2710195891,8416.21283436503,12310.3413996999
2018-11-14,13544.1037072595,8469.2977798975,12515.3241773974
2018-11-15,13836.8484203201,8601.5680704337,12785.832663183
2018-11-16,13800.9337379877,8579.24199043149,12752.6459790115
2018-11-19,13273.1935118154,8251.17642658094,13123.7871001832
2018-11-20,12713.9315924746,8275.51037101499,13087.6158185028
2018-11-21,12546.243005434,8379.75266320822,12887.0035095697
2018-11-23,12632.8326224301,8272.69985098178,12806.3530600752
2018-11-26,12656.869360106,8480.22002321819,12487.2131886016
2018-11-27,12724.6484448668,8450.82628492448,12555.2407862506
2018-11-28,13202.4218396002,8768.13013657461,13026.653418052
2018-11-29,13236.1597086088,8790.53648213696,13059.9421231076
2018-11-30,13418.3925445059,8911.56285439772,13239.7488300483
2018-12-03,13499.5335540852,8965.45106824576,13696.8442873818
2018-12-04,12847.8711471118,8532.66223155536,14339.8308866854
2018-12-06,12236.5974964472,8658.02539492034,14153.5810871148
2018-12-07,12012.9205142198,8405.04979436392,14529.4223919702
2018-12-10,11853.6021630526,8458.05447433625,14450.674291203
