Date,Mamba,BH_Value,Ensemble_Mamba
2018-10-22,10664.8913495996,9532.10810540597,10178.7572447322
2018-10-23,10736.055197966,9595.71320681669,10246.6772556707
2018-10-24,11011.9387594505,9842.29349032545,10509.9853108688
2018-10-25,11001.2153175728,9832.70905070108,10499.7506719847
2018-10-26,10995.3671816673,9623.59503169985,10494.1691096636
2018-10-29,10757.5028254753,9836.19436190586,10267.1472432905
2018-10-30,10675.5417862705,9912.86921414575,10188.9222061809
2018-10-31,10753.4245276923,9791.75747498875,10263.2548451642
2018-11-01,10741.8793249078,9715.95411673885,10252.2359034206
2018-11-02,10770.7782089838,9686.32930387573,10279.8174995204
2018-11-05,10460.5920025789,9966.89054068724,10479.3571045817
2018-11-06,10381.6005435212,10038.3377584975,10554.4779164845
2018-11-07,10343.0679631387,10073.1902057902,10561.8062477194
2018-11-08,10299.7192695507,10112.3987935226,10520.5816761505
2018-11-09,10421.9904152955,10236.1250146495,10645.6121335346
2018-11-12,10382.0692094651,10191.6881277324,10604.8343496144
2018-11-13,10259.4477108615,10206.5002017864,10479.5817959897
2018-11-14,10216.5323319305,10163.8063028493,10435.7455938385
2018-11-15,10229.6698837431,10176.8760536784,10449.1650344068
2018-11-16,10365.4228039297,10311.9283728994,10587.8307668355
2018-11-19,10260.3237258366,10369.4350106457,10480.4766073719
2018-11-20,10523.9481042482,10107.171159093,10749.7574999542
2018-11-21,10478.137518102,10044.4368869171,10814.1702686488
2018-11-23,10375.4280569325,10055.7643145215,10802.5397683038
2018-11-26,10334.5265132447,10094.9729022538,10762.2821291402
2018-11-27,10475.3245396925,10145.5089175905,10906.3397323614
2018-11-28,10660.6486768,10324.9981237286,11099.2891719938
2018-11-29,10663.3481517461,10304.9577504899,11102.0997188889
2018-11-30,11020.2703834002,10624.7282397889,11473.7077871356
2018-12-03,10752.7618579581,10366.8211934309,11195.1924200251
2018-12-04,10929.8958536088,10264.0068395327,11379.6147286034
2018-12-06,11114.9731119176,10180.3607001281,11572.3071314212
2018-12-07,11122.5844011119,10091.487591049,11580.2315928964
2018-12-10,11087.3860896732,10123.7262211269,11501.9974188197
2018-12-11,11056.6081500615,10219.5699526156,11610.8895725696
2018-12-12,11281.9061479192,10194.3019449472,11582.181510673
2018-12-13,11154.6454776572,10311.9283728994,11476.259026213
2018-12-14,10928.5357663528,9928.55278218972,11911.8283964692
2018-12-17,11112.6766404267,9834.45203868104,12018.740267188
2018-12-18,10944.0695739892,9744.70677085684,11838.0223271089
2018-12-19,11274.8181998166,9587.87175517228,12195.7877443272
2018-12-20,11260.1837564408,9602.68382922627,12179.9579045901
2018-12-21,11494.1537348952,9533.85042863079,12092.6502376303
2018-12-24,11840.5108384136,9238.47711776529,12624.2314759166
2018-12-26,11605.5189391457,9438.87819113213,12370.0445547338
2018-12-27,11494.1537348952,9533.85042863079,12622.2718917182
2018-12-28,11453.7222677575,9615.75358005543,12730.7069729909
