Date,Mamba,BH_Value,Ensemble_Mamba
2018-08-03,9913.09531770759,10086.9046822924,10086.9046822924
2018-08-06,9814.20354617104,10185.796453829,9988.01291075586
2018-08-07,9877.13519312691,10122.8648068731,9855.77030058666
2018-08-08,9894.67935230941,10140.8454407393,9873.27651059985
2018-08-09,9815.73230909127,10233.7436676538,9794.50023502453
2018-08-10,9833.27646827377,10215.7630337876,9812.00644503773
2018-08-13,9894.67935230941,10152.8325299834,9873.27651059986
2018-08-14,10028.759834308,10308.661260702,10007.0669677043
2018-08-15,9871.33136768266,10146.8389853614,9849.97902919826
2018-08-16,9845.09328991176,10119.8686061379,9823.79770611393
2018-08-17,9804.27874940432,10191.7888552993,9783.07145013991
2018-08-20,9801.36278958932,10194.7861991862,9676.60012300435
2018-08-21,9652.68109029611,10347.6175860179,9554.29253815227
2018-08-22,9769.31061464159,10398.5621437296,9669.2342780712
2018-08-23,9898.81599138214,10308.661260702,9797.41300811357
2018-08-24,9845.21586345283,10347.6175860179,9744.36195725372
2018-08-27,9882.28076547429,10362.6020191489,9758.4728131043
2018-08-28,9836.66150420643,10410.5492329738,9803.62475290755
2018-08-29,9805.51365616701,10467.4861921558,9750.00716079968
2018-08-30,9842.32357097561,10428.5287236882,9764.18173969409
2018-08-31,9833.72066481678,10371.5917645062,9772.59986575282
2018-09-04,9887.70487136996,10428.5287236882,9945.84075354965
2018-09-05,9987.14974761736,10227.7501230317,9754.35525815908
2018-09-06,9878.09928022769,10086.9046822924,9620.02889615994
2018-09-07,9974.94392861131,10185.796453829,9714.34342868884
2018-09-10,10145.1542082871,10101.8879722717,9634.31867950779
2018-09-11,10205.5653163141,10221.7565784096,9577.15954611636
2018-09-12,10250.4439856595,10266.7064483475,9693.53681497342
2018-09-13,10304.2993019467,10320.6472067944,9744.46616904263
2018-09-14,10441.9301887591,10218.7592345227,9874.61956240387
2018-09-17,10515.1426577576,10248.7269576331,9943.85439404095
2018-09-18,10545.8882190876,10224.7527791448,9972.92954737732
2018-09-19,10515.1414848896,10254.7205022552,9943.85328489494
2018-09-20,10484.4473194577,10260.7140468772,9914.82673511468
2018-09-21,10423.2061582398,10200.7797438083,10019.0704757437
2018-09-24,10325.2207675225,10104.8853161586,10047.1041690781
2018-09-25,10031.2634272925,9817.20089005795,9761.06476274925
2018-09-26,10282.3523050934,10062.9316469559,10005.3903968217
2018-09-27,10208.8626780164,9991.01025464277,10070.9401232467
2018-09-28,10110.877287299,9895.11582699313,10166.2862131513
2018-10-01,9954.71226778966,9742.28329700969,9961.66332616473
2018-10-02,9970.02343415261,9757.26773014074,9976.98518382728
2018-10-03,10040.4503607258,9814.20468932279,10035.2042687066
2018-10-04,10077.1945902253,9778.24456474211,10016.8187408477
2018-10-05,10196.6142121572,9661.3733024911,10136.3217496964
2018-10-08,10348.2777121263,9763.26127476281,10287.2319862052
2018-10-09,10113.2346498092,9973.02962077656,10053.5754709794
2018-10-10,10624.6131875156,9490.56071021732,10561.9373256278
2018-10-11,10710.3725356528,9409.64957254698,10647.1907691297
2018-10-12,10479.1335438773,9505.54400019662,10417.3158837791
2018-10-15,10313.9523680262,9547.49824097524,10463.2943757882
2018-10-16,10185.1107610077,9664.36950322626,10591.3759307818
2018-10-17,10261.0942405253,9595.44545480007,10653.774283706
2018-10-18,10194.1837295878,9454.60001406077,10582.4265018656
2018-10-19,9289.47034272434,8615.52320055054,9643.25734661986
2018-10-22,9192.53636937573,8537.60883519124,9542.63166871314
2018-10-23,9581.18607714739,8447.70795216367,9946.08299709443
2018-10-24,9275.29520623087,8178.00473150509,9628.54235382836
2018-10-25,9265.09860616889,8408.75048369609,9900.21561899264
2018-10-26,9578.83529933873,8192.98802148439,9575.61835248682
2018-10-29,9396.64807502639,8037.15929076579,9135.002300788
2018-10-30,9606.86405167462,8216.9616283968,9339.36490062268
2018-10-31,10170.9434442248,8699.43111053192,10071.6629715329
2018-11-01,10342.6196358143,8846.26952431741,10206.7665851487
2018-11-02,10465.2456778806,8951.15426890016,10327.7819016452
2018-11-05,10573.8570096499,8882.22964889809,10248.2571362741
2018-11-06,10720.2324969999,8975.12787581257,10355.442488889
2018-11-07,10688.0180550657,8948.15749658912,10324.3242458047
2018-11-08,10609.2713380212,8942.16395196705,10248.2571362741
2018-11-09,10684.4385967717,8879.23287658705,10327.8085932083
2018-11-12,10478.012797609,8678.45370435467,10094.27390737
2018-11-13,10166.856799651,8420.73757294023,9794.51345355323
2018-11-14,10090.8763732223,8357.80649756023,9721.31567733507
2018-11-15,9924.4434853911,8441.7144075416,9818.91249068465
2018-11-16,9942.53370163258,8426.7311175623,9717.83000562716
2018-11-19,10000.4239118198,8378.7833321616,9773.60008812971
2018-11-20,10262.1277202749,8438.71763523057,10028.0347955842
2018-11-21,10473.4932352084,8492.65839367746,10234.5787790656
2018-11-23,10437.0508810792,8522.62554521194,10386.5103096387
2018-11-26,10305.8593793261,8630.50649052985,10517.9846475425
2018-11-27,10169.8795870043,8612.52642823951,10496.0723739883
2018-11-28,10486.6899035308,8918.19034505464,10868.5845073025
2018-11-29,10402.1199049663,8846.26952431741,10780.9347165071
2018-11-30,10518.4037370053,8945.16072427809,10901.4532659231
2018-12-03,10641.7352369502,9050.04546886083,11029.2761387166
2018-12-04,10874.3022289255,8768.35515895811,11270.3125409698
2018-12-06,10800.3037322201,8831.28566276223,11193.6192352409
2018-12-07,10944.7775637805,8708.42085588915,11343.3543815886
2018-12-10,10842.1969429598,8684.44724897674,11237.0380743021
2018-12-11,11130.274815324,8705.42408357811,11535.6069010031
2018-12-12,11550.8328886461,8702.42788284295,11971.4804704686
2018-12-13,11686.0699692536,8696.43433822088,12111.6424903839
2018-12-14,11729.8233655264,8663.47041437536,12257.3351952394
2018-12-17,11658.7212696456,8534.61206288021,12075.0225732258
2018-12-18,11666.9087614321,8540.60560750228,12083.5024181294
2018-12-19,11585.0354051714,8480.67130443331,11998.705586459
2018-12-20,11630.0666099972,8387.77364909471,12045.3447334285
2018-12-21,11020.725526943,7965.23847002856,11414.2457335896
2018-12-24,11178.2825797383,7833.38334622237,11577.4287212494
2018-12-26,11722.5891979829,8345.81997989196,12141.1710519948
2018-12-27,11798.3547133935,8399.76073833885,12219.6419483903
2018-12-28,11777.3090937079,8462.69124214298,12197.8448467276
2018-12-31,11848.8653246136,8411.74725600712,12004.2398711613
2019-01-02,12547.5605140733,8645.49035208502,12337.8100686662
2019-01-03,12317.0504412742,8486.66484905539,12111.1533018851
2019-01-04,12599.7509417869,8681.4504766657,12389.1280586301
2019-01-07,12817.2129928816,8831.28566276223,12602.9549200778
2019-01-08,12821.5623334497,8990.11116579187,12607.2315551889
2019-01-09,12695.4339456299,9077.01584808428,12483.2115840206
2019-01-10,12573.6557279301,9160.92318648978,12363.4690636481
2019-01-11,12643.2435179163,9112.97597266496,12431.8935940566
2019-01-14,12755.9426189956,9053.04166959599,12542.7087682466
2019-01-15,12950.1745433312,9190.89033802426,12733.6938277756
2019-01-16,12789.7227844135,9077.01584808428,12575.9242498174
2019-01-17,12827.7238597817,9103.98565573185,12613.2900827833
2019-01-18,13089.5145042261,9289.78153798493,12870.7045216526
2019-01-22,13891.775714905,9859.15570241245,14855.2836152717
2019-01-23,13769.3250313555,9772.25102012004,14301.2338448481
2019-01-24,13786.2151140644,9784.23810936419,14318.7763911915
2019-01-25,13587.7606690516,10104.8853161586,14788.0286317063
