Date,Open,Close,y_test_pred_binary,signal,Remaining_Money,New_Stock,Borrowed_Stock,Total_Value,BH_Value
2018-08-03,91.88700103759766,91.16449737548828,1.0,buy,0.0,108.82932174386966,0.0,9921.370416495174,9921.370416495174
2018-08-06,91.29049682617188,92.3874969482422,1.0,,0.0,108.82932174386966,0.0,10054.468630491026,10054.468630491026
2018-08-07,92.72650146484376,93.1240005493164,0.0,sell,20182.724524201767,0.0,108.82932174386966,10048.102706343918,10134.62181785785
2018-08-08,93.0500030517578,94.32599639892578,1.0,buy,0.0,108.0726004728916,0.0,10194.055723028518,10265.434210909785
2018-08-09,94.0999984741211,94.9260025024414,0.0,sell,20339.263079186796,0.0,108.0726004728916,10080.363136251739,10330.732468197572
2018-08-10,94.42549896240234,94.31500244140624,1.0,buy,0.0,107.32751181335998,0.0,10122.594538707102,10264.23774596965
2018-08-13,94.9250030517578,94.80999755859376,0.0,sell,20376.128772841534,0.0,107.32751181335998,10200.407639846931,10318.107728839697
2018-08-14,95.96949768066406,95.98249816894533,1.0,buy,0.0,104.991290152683,0.0,10077.326314835103,10445.710175008531
2018-08-15,95.47750091552734,94.13099670410156,1.0,,0.0,104.991290152683,0.0,9882.934787321576,10244.212526381803
2018-08-16,95.1969985961914,94.32599639892578,0.0,sell,19989.711402554578,0.0,104.991290152683,10086.303345694028,10265.434210909785
2018-08-17,94.29000091552734,94.11100006103516,0.0,,19989.711402554578,0.0,104.991290152683,10108.876088587267,10242.036305279731
2018-08-20,94.52850341796876,93.83550262451172,0.0,,19989.711402554578,0.0,104.991290152683,10137.80091988162,10212.054106120711
2018-08-21,94.0,94.1709976196289,0.0,,19989.711402554578,0.0,104.991290152683,10102.576867504498,10248.565798887777
2018-08-22,93.83200073242188,95.24500274658205,1.0,buy,0.0,108.04595989550349,0.0,10290.837747004323,10365.449048403527
2018-08-23,95.3584976196289,95.1449966430664,1.0,,0.0,108.04595989550349,0.0,10280.032491554566,10354.565451987672
2018-08-24,95.52549743652344,95.26950073242188,0.0,sell,20642.288130049266,0.0,108.0459598955035,10348.80347464937,10368.115147586566
2018-08-27,95.75,96.38400268554688,1.0,buy,0.0,107.53929472642095,0.0,10365.067671713174,10489.405639227378
2018-08-28,96.8864974975586,96.64099884033205,1.0,,0.0,107.53929472642095,0.0,10392.704856946173,10517.37435644343
2018-08-29,97.67250061035156,99.90499877929688,1.0,,0.0,107.53929472642095,0.0,10743.713108369531,10872.593255973004
2018-08-30,99.87100219726562,100.11900329589844,0.0,sell,21480.114279829566,0.0,107.53929472642096,10713.387276676433,10895.883222364877
2018-08-31,100.3499984741211,100.635498046875,1.0,buy,0.0,106.51266946338416,0.0,10718.955539749839,10952.092995797926
2018-09-04,101.3249969482422,101.97550201416016,1.0,,0.0,106.51266946338416,0.0,10861.682939396906,11097.924718691664
2018-09-05,101.90550231933594,99.74099731445312,1.0,,0.0,106.51266946338416,0.0,10623.679878902632,10854.745087789059
2018-09-06,100.32550048828124,97.91549682617188,1.0,,0.0,106.51266946338416,0.0,10429.240948789085,10656.077107806306
2018-09-07,96.9355010986328,97.60350036621094,0.0,sell,20649.717975572374,0.0,106.51266946338416,10253.708602596853,10622.12274468227
2018-09-10,98.5500030517578,96.95050048828124,0.0,,20649.717975572374,0.0,106.51266946338416,10323.26136275441,10551.05721086835
2018-09-11,96.41349792480467,99.35749816894533,1.0,buy,0.0,107.66603393432487,0.0,10697.427769487289,10813.009135894092
2018-09-12,99.6999969482422,99.5,1.0,,0.0,107.66603393432487,0.0,10712.770376465325,10828.517513515031
2018-09-13,100.0,99.49349975585938,0.0,sell,21533.206786864976,0.0,107.66603393432487,10821.136265905876,10827.810096354036
2018-09-14,99.64649963378906,98.5094985961914,1.0,buy,0.0,108.42993397224167,0.0,10681.378428423668,10720.721917552191
2018-09-17,97.73650360107422,95.40149688720705,1.0,,0.0,108.42993397224167,0.0,10344.378008332878,10382.480199584636
2018-09-18,95.93250274658205,97.05249786376952,1.0,,0.0,108.42993397224167,0.0,10523.395935209655,10562.157516062396
2018-09-19,97.0250015258789,96.3209991455078,0.0,sell,21040.829018215394,0.0,108.42993397224167,10596.749440727637,10482.549006697462
2018-09-20,96.9290008544922,97.21499633789062,0.0,,21040.829018215394,0.0,108.42993397224167,10499.813384186198,10579.84211478541
2018-09-21,97.71099853515624,95.75050354003906,1.0,buy,0.0,106.90743166367436,0.0,10236.440413969136,10420.462356896442
2018-09-24,95.1894989013672,96.71800231933594,1.0,,0.0,106.90743166367436,0.0,10339.873223601506,10525.754592835343
2018-09-25,97.1449966430664,98.72750091552734,1.0,,0.0,106.90743166367436,0.0,10554.703557452087,10744.446962104112
2018-09-26,98.4250030517578,98.74250030517578,1.0,,0.0,106.90743166367436,0.0,10556.307103675925,10746.079335506123
2018-09-27,99.66200256347656,100.64900207519533,1.0,,0.0,106.90743166367436,0.0,10760.126311370963,10953.562630040837
2018-09-28,100.22049713134766,100.1500015258789,0.0,sell,21428.631896738043,0.0,106.90743166367436,10721.852452493262,10899.256738708913
2018-10-01,101.09950256347656,100.21800231933594,0.0,,21428.631896738043,0.0,106.90743166367436,10714.582662313678,10906.657218938886
2018-10-02,99.99949645996094,98.56549835205078,1.0,buy,0.0,107.37996632655361,0.0,10583.959894003188,10726.816333000188
2018-10-03,99.08499908447266,97.63800048828124,1.0,,0.0,107.37996632655361,0.0,10484.365204623664,10625.87736956726
2018-10-04,97.4499969482422,95.47100067138672,0.0,sell,20928.35478165,0.0,107.37996632655361,10676.681944394117,10390.044249275541
2018-10-05,95.89949798583984,94.48249816894533,1.0,buy,0.0,110.85219568893683,0.0,10473.592376203544,10282.466192392727
2018-10-08,93.6999969482422,93.22100067138672,1.0,,0.0,110.85219568893683,0.0,10333.752608743072,10145.178275351835
2018-10-09,92.99949645996094,93.51599884033205,1.0,,0.0,110.85219568893683,0.0,10366.453803494878,10177.282725993839
2018-10-10,92.89450073242188,87.76249694824219,1.0,,0.0,110.85219568893683,0.0,9728.665485856265,9551.133017425627
2018-10-11,86.19999694824219,85.96800231933594,1.0,,0.0,110.85219568893683,0.0,9529.741816090003,9355.839384088744
2018-10-12,90.4000015258789,89.43049621582031,1.0,,0.0,110.85219568893683,0.0,9913.566867074838,9732.660246385427
2018-10-15,89.75,88.04750061035156,0.0,sell,19897.96912616416,0.0,110.85219568893683,10137.710358583683,9582.14977266751
2018-10-16,89.17500305175781,90.9980010986328,0.0,,19897.96912616416,0.0,110.85219568893683,9810.64090107643,9903.250739612113
2018-10-17,92.1395034790039,91.58650207519533,0.0,,19897.96912616416,0.0,110.85219568893683,9745.404275659388,9967.296901737018
2018-10-18,91.07450103759766,88.53600311279297,1.0,buy,0.0,107.62793760270557,0.0,9528.947418616628,9635.31316867839
2018-10-19,89.25800323486328,88.20149993896484,0.0,sell,19213.309605407914,0.0,107.62793760270557,9720.364073511966,9598.909415149505
2018-10-22,89.19999694824219,89.46499633789062,0.0,,19213.309605407914,0.0,107.62793760270557,9584.37656192714,9736.41487127042
2018-10-23,87.11199951171875,88.43499755859375,0.0,,19213.309605407914,0.0,107.62793760270557,9695.233206276167,9624.320802722526
2018-10-24,88.68499755859375,83.20999908447266,0.0,,19213.309605407914,0.0,107.62793760270557,10257.589016023103,9055.687762671174
2018-10-25,85.16699981689453,89.1084976196289,0.0,,19213.309605407914,0.0,107.62793760270557,9622.745783731656,9697.617357559438
2018-10-26,82.47949981689453,82.1405029296875,0.0,,19213.309605407914,0.0,107.62793760270557,10372.696681436653,8939.295221538228
2018-10-29,83.0,76.94400024414062,0.0,,19213.309605407914,0.0,107.62793760270557,10931.985548228984,8373.763358829965
2018-10-30,74.30799865722656,76.52100372314453,1.0,buy,-1.8189894035458565e-12,150.93520435508677,0.0,11549.713334409173,8327.728934349943
2018-10-31,78.49949645996094,79.90049743652344,0.0,sell,23696.675079911227,0.0,150.93520435508677,11636.877171256476,8695.516943014642
2018-11-01,81.17649841308594,83.27649688720703,1.0,buy,0.0,140.98025816369613,0.0,11740.342030126685,9062.924673440213
2018-11-02,83.92949676513672,83.27649688720703,1.0,,0.0,140.98025816369613,0.0,11740.342030126685,9062.924673440213
2018-11-05,82.87850189208984,81.38999938964844,1.0,,0.0,140.98025816369613,0.0,11474.383125895707,8857.618430309405
2018-11-06,80.9175033569336,82.1405029296875,1.0,,0.0,140.98025816369613,0.0,11580.189308723182,8939.295221538228
2018-11-07,83.6500015258789,87.77449798583984,0.0,sell,23585.99762102397,0.0,140.98025816369613,11211.526234791441,9552.439082207604
2018-11-08,87.75,87.74549865722656,1.0,buy,0.0,127.8060395117907,0.0,11214.404668367275,9549.283104943592
2018-11-09,86.625,85.62149810791016,1.0,,0.0,127.8060395117907,0.0,10942.944570238278,9318.129565777881
2018-11-12,84.91200256347656,81.84249877929688,0.0,sell,21704.53350930592,0.0,127.8060395117907,11244.56787657542,8906.86363197436
2018-11-13,82.4645004272461,81.55850219726562,1.0,buy,0.0,135.39246889916654,0.0,11042.406972205892,8875.956476574322
2018-11-14,82.81600189208984,79.95050048828125,0.0,sell,22425.325921056185,0.0,135.39246889916654,11600.630270223766,8700.958741222568
2018-11-15,79.05049896240234,80.97200012207031,1.0,buy,0.0,148.29107788934925,0.0,12007.425176958326,8812.127853529442
2018-11-16,79.375,79.67050170898438,1.0,,0.0,148.29107788934925,0.0,11814.424574410536,8670.486663982578
2018-11-19,78.85050201416016,75.614501953125,0.0,sell,23385.65187159223,0.0,148.29107788934925,12172.695872897018,8229.074961559101
2018-11-20,71.875,74.77300262451172,0.0,,23385.65187159223,0.0,148.29107788934925,12297.482715380245,8137.4951603781965
2018-11-21,77.14949798583984,75.83650207519531,1.0,buy,0.0,154.83016699398715,0.0,11741.778280542343,8253.23508427107
2018-11-23,75.8499984741211,75.10299682617188,0.0,sell,23487.735860483677,0.0,154.83016699398715,11859.526320138599,8173.408205524281
2018-11-26,76.94999694824219,79.06649780273438,0.0,,23487.735860483677,0.0,154.83016699398715,11245.856802056596,8604.753328534742
2018-11-27,78.79949951171875,79.07099914550781,1.0,buy,0.0,143.2394401231326,0.0,11326.085647579235,8605.243206615713
2018-11-28,80.69599914550781,83.88749694824219,0.0,sell,23117.69947555865,0.0,143.2394401231326,11101.701379361444,9129.419395668134
2018-11-29,83.74949645996094,83.67849731445312,1.0,buy,0.0,132.79445205209723,0.0,11112.040199415693,9106.674107278151
2018-11-30,83.9749984741211,84.50849914550781,0.0,sell,22302.827816893223,0.0,132.79445205209723,11080.567979120386,9197.002643598003
2018-12-03,88.4729995727539,88.61799621582031,1.0,buy,0.0,119.29181070146706,0.0,10571.40122932096,9644.236422468532
2018-12-04,87.80000305175781,83.41999816894531,1.0,,0.0,119.29181070146706,0.0,9951.322630286553,9078.541820601167
2018-12-06,80.74349975585938,84.95950317382812,0.0,sell,19264.076576499858,0.0,119.29181070146707,9129.103606596862,9246.085106103856
2018-12-07,85.25350189208984,81.45649719238281,0.0,,19264.076576499858,0.0,119.29181070146707,9546.983533021543,8864.855341078444
2018-12-10,81.19200134277344,82.05149841308594,0.0,,19264.076576499858,0.0,119.29181070146707,9476.004760034284,8929.60892036434
2018-12-11,83.9000015258789,82.16200256347656,1.0,buy,0.0,110.31577244688202,0.0,9063.764778572619,8941.635012101235
2018-12-12,83.44999694824219,83.177001953125,1.0,,0.0,110.31577244688202,0.0,9175.735220274799,9052.096707247116
2018-12-13,84.0,82.91899871826172,1.0,,0.0,110.31577244688202,0.0,9147.273394127062,9024.01839018922
2018-12-14,81.9000015258789,79.59549713134766,0.0,sell,18069.723863456296,0.0,110.31577244688202,9289.085114118097,8662.323966670689
2018-12-17,78.30000305175781,76.04550170898438,0.0,,18069.723863456296,0.0,110.31577244688202,9680.705601318998,8275.98037266105
2018-12-18,77.0,77.5739974975586,1.0,buy,0.0,124.3559660395634,0.0,9646.789398359573,8442.325532619943
2018-12-19,77.15249633789062,74.75399780273438,0.0,sell,19188.746428924533,0.0,124.3559660395634,9892.6408168461,8135.426878514305
2018-12-20,74.19999694824219,73.04149627685547,0.0,,19188.746428924533,0.0,124.3559660395634,10105.600598440997,7949.056498967561
2018-12-21,73.24949645996094,68.87249755859375,0.0,,19188.746428924533,0.0,124.3559660395634,10624.040461468136,7495.347196108077
2018-12-24,67.30000305175781,67.197998046875,1.0,buy,1.8189894035458565e-12,160.7665534076826,0.0,10803.190541892283,7313.112549987284
2018-12-26,68.44450378417969,73.54499816894531,1.0,,1.8189894035458565e-12,160.7665534076826,0.0,11823.575875995668,8003.852268380454
2018-12-27,72.70999908447266,73.08200073242188,0.0,sell,23378.671902172857,0.0,160.76655340768264,11629.530528283654,7953.464571394458
2018-12-28,73.6675033569336,73.9010009765625,0.0,,23378.671902172857,0.0,160.76655340768264,11497.862681793114,8042.595812472346
2018-12-31,75.54000091552734,75.09850311279297,1.0,buy,0.0,148.7207595235956,0.0,11168.706422019679,8172.919157745143
2019-01-02,73.26000213623047,76.95649719238281,1.0,,0.0,148.7207595235956,0.0,11445.028712726624,8375.123393231032
2019-01-03,76.00050354003906,75.01399993896484,1.0,,0.0,148.7207595235956,0.0,11156.139045825807,8163.722734652224
2019-01-04,76.5,78.76950073242188,1.0,,0.0,148.7207595235956,0.0,11714.659976220202,8572.431338812718
2019-01-07,80.1155014038086,81.47550201416016,0.0,sell,23829.676436776208,0.0,148.7207595235956,11712.577894664066,8866.923622942335
2019-01-08,83.2344970703125,82.8290023803711,1.0,buy,0.0,137.5749144521364,0.0,11395.192916635355,9014.224149777152
2019-01-09,82.64900207519531,82.97100067138672,0.0,sell,22740.85878009888,0.0,137.5749144521364,11326.1304607247,9029.67772747717
2019-01-10,82.05049896240234,82.81099700927734,0.0,,22740.85878009888,0.0,137.5749144521364,11348.142950851425,9012.264637453272
2019-01-11,82.02749633789062,82.02799987792969,0.0,,22740.85878009888,0.0,137.5749144521364,11455.863714212848,8927.05159072131
2019-01-14,80.75,80.8604965209961,0.0,,22740.85878009888,0.0,137.5749144521364,11616.482888665569,8799.992992252537
2019-01-15,81.5999984741211,83.72799682617188,1.0,buy,0.0,141.11208561332307,0.0,11815.032256366809,9112.061105565157
2019-01-16,84.21099853515625,84.18900299072266,0.0,sell,23766.379269752786,0.0,141.11208561332307,11886.293472025618,9162.23209377296
2019-01-17,84.0,84.66100311279297,1.0,buy,0.0,141.82100093135296,0.0,12006.708201308687,9213.599546920896
2019-01-18,85.5999984741211,84.80999755859375,1.0,,0.0,141.82100093135296,0.0,12027.838742745365,9229.814511400999
2019-01-22,84.05000305175781,81.6084976196289,0.0,sell,23840.111122167127,0.0,141.82100093135296,12266.31230524742,8881.397444480415
2019-01-23,82.80000305175781,82.0009994506836,1.0,buy,0.0,146.10303582580525,0.0,11980.594960495062,8924.113152537324
2019-01-24,82.05349731445312,82.74649810791016,0.0,sell,23976.53011553232,0.0,146.10303582580525,11887.015538012398,9005.245265764255
2019-01-25,83.5250015258789,83.52850341796875,1.0,buy,0.0,140.9550866227597,0.0,11773.767434749265,9090.350373258038
